Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
Jahan tak Myra Chota sa dimag soch sakta hai Wo Bol rahi hun .Galt lagy to advance mafi . Hindustan jana zaruri tha?,negative,negative,negative,negative,politics,True,politics§negative
ab tou bhuto bhi keh raha hai k maaf Kar do main zinda Nahi Hun tou Ye kya hain,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Achi ban kr to toot chuki hun,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Sach poocho to apne siwa koi apna nhi hota,negative,negative,negative,negative,politics,True,politics§negative
Chal dil meray...chor ye pheray...ye dunia jhooti.....log luteray,negative,negative,negative,negative,politics,True,politics§negative
BaharoPhoolBarsao mera #Mardood aaya hay #Modi's visit.,negative,negative,negative,negative,politics,True,politics§negative
Hum hamesha darust hotay hain,positive,positive,positive,positive,politics,True,politics§positive
Jitna ve IK jitna..dujian jamatan phr bara pitna,negative,negative,negative,negative,politics,True,politics§negative
Akhir jeet sach ki hi hui,positive,positive,positive,positive,politics,True,politics§positive
Fiza Me Ulta Urne Wale Aur 2niya K Sbse choty Parinde HUMMING BIRD Ka Wazan Aapke Jeb K 1 Sikke Se Bhi Kam He.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Bannu universty ky MA/MSC/B.ED K Dakhly shoro ho gai hai.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"Bhaya bta tu raha hoon .Trend Top pr aya hai, us k bad Khan n Tweet Kiya.Kya ap ko meri bat pr yakeen nahin",negative,negative,negative,negative,politics,True,politics§negative
useless now pora din guzar gaya is naam nihad teak IK ko ab khiyal aaya,negative,negative,negative,negative,politics,True,politics§negative
Fateh,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Subah bakher. Allah apko apni hifz O Imaan m.. Rakhy,positive,positive,positive,positive,politics,True,politics§positive
"Muslman musibat main gabraya nahi karta"".....",neutral,positive,neutral,neutral,politics,False,politics§neutral
in mahan apootunko bhool gaye,negative,neutral,negative,negative,politics,False,politics§negative
Pathankot attack to ha hi drama tha lkn masood azhar ka kuch nhi kh skty India ko to wese hi jealosuy h pak se,negative,negative,negative,negative,politics,True,politics§negative
Zara sochiyee s py..!!! Hammy hmari oil refinery chahiyee har qeemat par..!!!,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"wafadari aur muhabat  ka saboot diya ta lekin afsos sy kehna prta ha k being leader Tu ny karak k liye kuch b nhi Kia,.",neutral,negative,neutral,neutral,politics,False,politics§neutral
I ha k karak wo distt ha jis Sy ap ny apni siyasee career ka aghaz Kia ta aur Karak k awam ny ap ko us waqt b pass kar k apn,neutral,negative,neutral,neutral,politics,False,politics§neutral
"karak oil refinery Ki karak Sy kohat muntaqalee ka ,jo k sarasar na insafi ha,zulam ha karak k awam k saat,",negative,neutral,negative,negative,politics,False,politics§negative
Mery barhy dil wala,neutral,positive,neutral,neutral,politics,False,politics§neutral
Han m.. Apki ghulam hn,neutral,positive,neutral,neutral,politics,False,politics§neutral
Ghulaam.E.mustafa,neutral,positive,neutral,neutral,politics,False,politics§neutral
"Tera nakshe pata tou ghubaar e rah thi kehkesha'n, usse kho dea tou zamany bhar ne humey nazar se ghira dea",negative,positive,negative,negative,politics,False,politics§negative
imran khan agrr wazereazam banana hai too  logo k dil me jaga banoo,neutral,positive,neutral,neutral,politics,False,politics§neutral
Allah shahredun ka darja atta farmaiy,positive,positive,positive,positive,politics,True,politics§positive
sir kia is ka koi hal hai kese os riyasati idaray ko parliament k tabay laya jay jo bar bar is ka taqadus pmal karta hai,negative,negative,negative,negative,politics,True,politics§negative
imran khan kadam barao in choro dakhoo sa pakistani awam ki jan chrao,positive,negative,positive,positive,politics,False,politics§positive
Zinda Quamian apne heroes kbhi ni bholt,positive,positive,positive,positive,politics,True,politics§positive
India k sat dosti kabi nahi krni chayihaa,negative,negative,negative,negative,politics,True,politics§negative
jab tak napak bouj k paltu kutay media main majood hai unne ne sirf apnay aqa ki hadi pe bhonkna hai,negative,negative,negative,negative,politics,True,politics§negative
ap tension na len.. bs dua kren or himmat rakhen.. InshaAllah next jeet apki hai,positive,positive,positive,positive,politics,True,politics§positive
"Jahan haaro gy wahan RIGGING hui hai .. jahan jeety ho wahan Tabdeeli ai hai,",neutral,positive,neutral,neutral,politics,False,politics§neutral
PTI walo k agr BAP par tanqeed ki jaye tu itna nahi bolty jitna IK par tanqeed pe un ko AAG lgti hy,negative,negative,negative,negative,politics,True,politics§negative
bus kerdien khan shb...enjoy the limelight from the good deed that you just did.,positive,positive,positive,positive,politics,True,politics§positive
"PMLN IK KO YAHOOD KA TANA DETE THE,,MGR AB..KUFFAR, YAHOODO NASSARA KA DOST NS PAK KE LOGON KA DOST NAHEN HO SUKTA MUNAFIQ HO",negative,negative,negative,negative,politics,True,politics§negative
"tu b tu India ko support karta, sab se phely tuje arrest karna chaye",neutral,negative,neutral,neutral,politics,False,politics§neutral
"KayoN Bhaa Jee sanooN  jutiayaan pavaniaaN naiN. Vaisaiy saanooN naeeN pata, dus daiyo naaN sohnio.",negative,negative,negative,negative,politics,True,politics§negative
Kon janta hai mir sahb aap hi un logon ka naam bata dein agar muhab-e-wattan ho to warna aap me aur unlogon me kiya farq hai..,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Imran Khan jab bhi sath dina ho bhonkta hai kameena,negative,negative,negative,negative,politics,True,politics§negative
tou tu be bhonkle kisne stop kia he tuje,negative,negative,negative,negative,politics,True,politics§negative
"abtak pak pr kutto ki hukumat rahi he,wo nazar nahi aai tume?",negative,negative,negative,negative,politics,True,politics§negative
kpk mai kanzeer naizi ki hakoomat nazar a rhi ahi,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"suna he kpk me bara kaam horaha he,me tou south africa me hota hu,by the way konsi school me gai;",neutral,neutral,neutral,neutral,politics,True,politics§neutral
"adia tum  konsi shcool me gai thi,jaha sirf galia sikhate he?",negative,negative,negative,negative,politics,True,politics§negative
"aram e Pak bhi aik Allah bhi aik Quran bhi aik,",neutral,neutral,neutral,neutral,politics,True,politics§neutral
"Kuch barhi baat thi, huty ju Musalmaan bhi aik.",neutral,neutral,neutral,neutral,politics,True,politics§neutral
"Manfaght aik hy s qaum ka, nuqsan bhi Aik,",neutral,neutral,neutral,neutral,politics,True,politics§neutral
Mera zikar kary.. Zikary mustafa na kary,negative,negative,negative,negative,politics,True,politics§negative
Tery munh m.. Ho aessi zuban khuda na kary.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
WOh nabiyon m.. Rehmt laqab pany wala,neutral,neutral,neutral,neutral,politics,True,politics§neutral
politicians ko awam k masayal hal  krne ki koshesh krni chahiye na k WO aapus ma larray,neutral,negative,neutral,neutral,politics,False,politics§neutral
lanat ho in dono par or aap pr b esa gatia news dene par,negative,negative,negative,negative,politics,True,politics§negative
phOnkon se yh chiragh bujaiya na jaiy gha,negative,positive,negative,negative,politics,False,politics§negative
aghar sachai na hoti toh ata na hota.,negative,positive,negative,negative,politics,False,politics§negative
best option... liken iran nay hamin bh Ankhain dikhai han pak ku bh Osku okhat yad dila k Salsi Krni chahye,positive,negative,positive,positive,politics,False,politics§positive
woh parliment jo awam ki soch ko mady rkhty howe fesly nahen kr skti aesi parlment ka na hona  behtr hae,neutral,negative,neutral,neutral,politics,False,politics§neutral
ap ko iran or suaida sy bat krni chahiye ap leader hain m sure woh ap ko zror sunnyen gy,neutral,positive,neutral,neutral,politics,False,politics§neutral
In sha Allah wo din dor ni imran khan pm ho ga,positive,positive,positive,positive,politics,True,politics§positive
Allah jannet ul firdoos mei alla muqaam ata kare Ameen,positive,positive,positive,positive,politics,True,politics§positive
han Maulana abdul aziz   k ghr b search opertion krna chahye....,neutral,negative,neutral,neutral,politics,False,politics§neutral
KHABR LAGAI HA TU NAAM BHI BATANE PARAIN GE.SARI QUOM CHONK UTHI HAMID MEER KI ISS KHABER SE.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
tu gya ne FW dekhnay?,neutral,negative,neutral,neutral,politics,False,politics§neutral
Nai yar kisshi karne wali sath nai hai,negative,negative,negative,negative,politics,True,politics§negative
Arey App abhi tak jaag rehy hain :p Happy new Year,positive,positive,positive,positive,politics,True,politics§positive
Saal badal jayaingy tussi nahi badalna..,negative,positive,negative,negative,politics,False,politics§negative
me tey tareef kitti c,positive,positive,positive,positive,politics,True,politics§positive
"Hahaha chavlen band karu.what change in kpk.single project not yet,no provude basic needs,bad condition of hospital.shame you",negative,negative,negative,negative,politics,True,politics§negative
owy New saal ki new night key new hrs ma to koi  kaam ki bt kr lo bongo Khan and frdiya kochey,neutral,negative,neutral,neutral,politics,False,politics§neutral
Ya change nae ha.  Jnab,negative,negative,negative,negative,politics,True,politics§negative
jhot na bolo sir kpk k school ki halat bilkol khrab ha kam kro jhot na bolo,neutral,negative,neutral,neutral,politics,False,politics§neutral
just in social media k.p is change or sub kuch waise ka waise he hai,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Aur abu keh rhy ap ko neend nahi a rhi kya,negative,negative,negative,negative,politics,True,politics§negative
"Tv par Azan ka be order dey khan sab ,,, kpk me",neutral,positive,neutral,neutral,politics,False,politics§neutral
hamary mulk mai koi tm jesa nahi hai na ho ga sda slamat raho imran khan,neutral,positive,neutral,neutral,politics,False,politics§neutral
uncle kia ap es qoom ko jagany k lye akhri had tak jao gy,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Khan Sahab .. Naya Saal mein Naya Pakistan araha hai  k nai??,neutral,positive,neutral,neutral,politics,False,politics§neutral
Aoa. Imran khan can you plz tell me what you have done for kpk till now ?????,neutral,negative,neutral,neutral,politics,False,politics§neutral
we pray Rana sana ullah ksi police muwlqablay main jahanum waasil ho.Ameeeeen,negative,positive,negative,negative,politics,False,politics§negative
Mohtram Khan sb Pakistan ko english se b aazaad krwa do gy to b hubb ul watni ka jazba paida ho skta hai...request,positive,neutral,positive,positive,politics,False,politics§positive
Ya sab Mulk say Bhag jayn gay,neutral,negative,neutral,neutral,politics,False,politics§neutral
hakomat ki naahli hy,negative,negative,negative,negative,politics,True,politics§negative
Apnon ki sazish,negative,negative,negative,negative,politics,True,politics§negative
sazish to punjab kr rha hy samandar hamara hy or road Punjab say guzara ja rha hy sb Punjab k lea hy hmy kia faida hoga ??,neutral,negative,neutral,neutral,politics,False,politics§neutral
IMRAN khan aur khatak ko es ki mukhalfat ka resulte 2018 mai nazer aye ga in sha ALLAH,neutral,negative,neutral,neutral,politics,False,politics§neutral
kahan joun mujhay apsay baat karni hai,neutral,neutral,neutral,neutral,politics,True,politics§neutral
is hukamat say aghar faida hai ...tu sirf punjaab koo .....baqi ka Allah hi malikkk..,positive,positive,positive,positive,politics,True,politics§positive
Govt ke na ahli hai Sir.,negative,negative,negative,negative,politics,True,politics§negative
dono hai.....zeyada sazesh hai..dherna bi sazesh ka hesa ta.muje lagta hai ke buttho ko bi esi waja se pansi de gaye ti.,negative,negative,negative,negative,politics,True,politics§negative
ye wo crupt logo ki sazish hai jo pak dhrti ka nhi khud ka faida sochty hai,negative,negative,negative,negative,politics,True,politics§negative
punjabi mufaad parasthi kar rahey hein,neutral,neutral,neutral,neutral,politics,True,politics§neutral
jin logon ki kamai naheen ban rahee is mansobay main woh shor macha rahay hain. hadi daloo mounh band.,negative,negative,negative,negative,politics,True,politics§negative
ye hukamat ki na aahli ha,negative,negative,negative,negative,politics,True,politics§negative
agar khud ko PM Punjab k bajaye PM Pakistan samjhen tou sb kuch thek ho sakta hai,positive,positive,positive,positive,politics,True,politics§positive
hakumati sazish hai,negative,negative,negative,negative,politics,True,politics§negative
ye pakistan ka image kharab karne ki  sazish he jo kuch theak ho raha tha world me,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Media hi Mutnaza Bana raha hy,negative,negative,negative,negative,politics,True,politics§negative
india ko samny ane ki kia zarorat ha Pakistan ki opposition ha na.,negative,negative,negative,negative,politics,True,politics§negative
tamam parties ko dar ha is mansobe ki takmeel sy plmn phir govt main aa jay gi. Insha Allah,negative,positive,negative,negative,politics,False,politics§negative
Ye sazish ha,negative,negative,negative,negative,politics,True,politics§negative
lagta hy indian pesa kaam kr gaya hy.,neutral,positive,neutral,neutral,politics,False,politics§neutral
Kiya hal hai,neutral,positive,neutral,neutral,politics,False,politics§neutral
G ALLAH KA SHUKR SAB THEAK HAI,positive,positive,positive,positive,politics,True,politics§positive
Aj Maine socha tha k ap s bat kro do din s ap n koi tweet hi nahi ki Bhai,negative,positive,negative,negative,politics,False,politics§negative
Kya. Hal hai,neutral,positive,neutral,neutral,politics,False,politics§neutral
Hum Imran khan ko em din PK k Wazir azam dikhy ga inshalla.,neutral,positive,neutral,neutral,politics,False,politics§neutral
economic couredor per etirazat na government ki naehli aur na sazish sirf khudshat hai,positive,negative,positive,positive,politics,False,politics§positive
Bilkul Sazish hai.4,negative,negative,negative,negative,politics,True,politics§negative
"ye panjab k PM nawaz sharif sb ka naihli, hain",negative,negative,negative,negative,politics,True,politics§negative
saazish.kia kalabagh dam ka nuqsan India ko howa ya Pak ko?,negative,negative,negative,negative,politics,True,politics§negative
Usee tarha this is 2nd round.If they won pak will bcome gheto trash,neutral,negative,neutral,neutral,politics,False,politics§neutral
jis kam mai pakistan ka faida hota ho ga os mai gaer mulki like india mudakhlat karen gae aur nakaam bnane ki koshish kren gae''',neutral,negative,neutral,neutral,politics,False,politics§neutral
lalach kpk or baluch awam ko b daikhna chy uny b faida ho ta k in ka ahsas I mehroomi khtm ho,neutral,negative,neutral,neutral,politics,False,politics§neutral
Mir sahib koi syasi ya ryasti Hamla pr apko itna Chokas nhi dekha kbhi jitna Fouj ke khilaf dekha jata hy??Mir sahib koi syasi ya ryasti Hamla pr apko itna Chokas nhi dekha kbhi jitna Fouj ke khilaf dekha jata hy??,negative,neutral,negative,negative,politics,False,politics§negative
ye aik sazish hai sir https://twitter.com/hamidmirgeo/status/686534520665993216,negative,negative,negative,negative,politics,True,politics§negative
koi kamm hee nahi kernay daita...pti walay ...na khaiddan gay tay na khaiddan Dan gay...Kay masdaqqq,negative,negative,negative,negative,politics,True,politics§negative
Quaid say kam kam aur bus kami KP,neutral,positive,neutral,neutral,politics,False,politics§neutral
khan sb isha kab hoti hai?,neutral,negative,neutral,neutral,politics,False,politics§neutral
khan faisal bhai ne bht tang kia ha hmy.ap class lijiye unki,negative,negative,negative,negative,politics,True,politics§negative
big announcement ka keh rhy thy 4 din se.bht tang kia unki achi si class len ap.,negative,negative,negative,negative,politics,True,politics§negative
"shame pti poir niswar govt in kpk.no water scheme,no health bugjet.no project.only daily Jhote, fasad,fitna.sharam kary, haya",negative,negative,negative,negative,politics,True,politics§negative
koi bat nahi brdasht kren.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Media waly koi asmaan se ni utre.,negative,negative,negative,negative,politics,True,politics§negative
Ksi info. pe raid hua hoga.,negative,negative,negative,negative,politics,True,politics§negative
aap damag pe zor na di. Play with your dog,neutral,neutral,neutral,neutral,politics,True,politics§neutral
hamid mir Allah Tuje hidayat de gadhari chorne ki,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"kyu aap logo ko msg ni milna chahiye.   Hamid apko sach bolne ka bht shoq ha kbe media k logo ko b bnqab kro bs army ,",negative,negative,negative,negative,politics,True,politics§negative
"khan sab chorein, match dekhein,  Gul khan ko thora samjhain, easy ley raha hey NZ ko",positive,positive,positive,positive,politics,True,politics§positive
PML-N ko development sirf Metro aor orange train ma nazar atte hy.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
oe ghaddar indian agent apna sada hua mu bund rkho,negative,negative,negative,negative,politics,True,politics§negative
ab koi nahi bachay ga beta popat...,negative,negative,negative,negative,politics,True,politics§negative
apni phatti too shor media b too dasht  gard hi  hai,negative,negative,negative,negative,politics,True,politics§negative
mera waheed ullah wazir pti pechly 47 dino say bata khoro na aghwa ky h main dua ki request krta ho,negative,neutral,negative,negative,politics,False,politics§negative
sir zaroor krain gey or Sb ko krna chaheye yeah in sb hukmrano ki zimadari he .PM is Coming early tommorow to Pakistan 4rm UK,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Wazaeer e Azam apni jaan aur maal ki bohat hiffazat kartay hain shayad apnay drawing room se hi hidayat dain,positive,negative,positive,positive,politics,False,politics§positive
"Jaana unhon nay phir bhi nahee , intaihaee darjay ka darpok PM hai aur shair kahlana passand kartay hain",negative,negative,negative,negative,politics,True,politics§negative
Or wazir e ala kpk kay bary main kia khayalat hain wo tu farmaty hain kay main dr thori hoon jo logon pass jaon,neutral,negative,neutral,neutral,politics,False,politics§neutral
neel sahiba pehlay kabhi kya PM nay koi dora nahi kya aap bas KPK kay CM ki fikar karain .ok,negative,negative,negative,negative,politics,True,politics§negative
Apne bazu PE lerti hay apni jang her peerhiNaam se bazurgon ke azmaten nhi miltiN,negative,negative,negative,negative,politics,True,politics§negative
naya naya liberal ban jar pagal ho gaya hai,negative,negative,negative,negative,politics,True,politics§negative
lekin yahi PM Eid hamaray sath nai manathay... Clapping\,negative,negative,negative,negative,politics,True,politics§negative
Bht ziddi hy mann mara,negative,neutral,negative,negative,politics,False,politics§negative
Jahan daikhay haseen sorat,positive,neutral,positive,positive,politics,False,politics§positive
Trapp kr mj sy kehta hy,negative,neutral,negative,negative,politics,False,politics§negative
@HamidMirGEO Wah...kaash India-Pakistan mai sab aise hi ho jaayen. Tired of hating...,negative,negative,negative,negative,politics,True,politics§negative
kadu jesa munh bana kar rehty heen,neutral,negative,neutral,neutral,politics,False,politics§neutral
Eid or Bkra eid pakistan ma nahi manyee tu kya hoa...,negative,neutral,negative,negative,politics,False,politics§negative
Dewali tu apny pyara logo k sath he manonga,positive,negative,positive,positive,politics,False,politics§positive
haye rabba kaheen se kala tail ka drum leke ao,neutral,negative,neutral,neutral,politics,False,politics§neutral
wo bhai yai Diwali hai Holi nahe lagtha hai Parchi bhool gea hai??,negative,negative,negative,negative,politics,True,politics§negative
harami eid par TU bagh jata hai,negative,negative,negative,negative,politics,True,politics§negative
Wha kya bat hay,positive,neutral,positive,positive,politics,False,politics§positive
Saab ki Knowledge main ak bat laye k Christians Esai nahi hai Masih hain,negative,neutral,negative,negative,politics,False,politics§negative
"Saab PM Saab siasat Chamka rahy hain, #Minorities k naam per siasat chamkna band karde, M apko #PM nahi maanti",negative,negative,negative,negative,politics,True,politics§negative
hindus say badbo bahut ati hai chahay jitna bhi yeh naha dho lain khushboain laga lain,neutral,negative,neutral,neutral,politics,False,politics§neutral
Ho jata hea aysa kbi kbi as ma  PM Gunje ni aysa konsa kam ky k ap ni jaldi jaldi tweet kr de,neutral,negative,neutral,neutral,politics,False,politics§neutral
"itni achi baatain ki ka meri ankhoon ma ansoo a gaye, if he knows how to make God happy tu phir sab aisay kiyun..",positive,positive,positive,positive,politics,True,politics§positive
Roz roz ka natak bandh karo,neutral,negative,neutral,neutral,politics,False,politics§neutral
tu aur tera tipu dono chutiye hai aur rahenge,negative,negative,negative,negative,politics,True,politics§negative
esleyai es ghdar seisat danO nay hem hejrat kernay pay majboor keya..,negative,negative,negative,negative,politics,True,politics§negative
Pakistan sirf paisa chaheia,neutral,neutral,neutral,neutral,politics,True,politics§neutral
ab ye b batha diya pir establishment Baluchistan jaisa hal karegi mal lotaygi r tumhain toddhay paraingay,negative,negative,negative,negative,politics,True,politics§negative
jab tak boots hain. Koi taqdeer maqdeer nahi badleda. Bas Askari-Maadanyat jald start hongi.,negative,negative,negative,negative,politics,True,politics§negative
aaj nahin hamesha sey gain,negative,negative,negative,negative,politics,True,politics§negative
mulkoon ki taqdeer in sey nahin awam sey badalti Hein. Awam sahi kaam karay to hukmaraan bhi sahi chuntay Hein,positive,positive,positive,positive,politics,True,politics§positive
ager koi fida uhtanay wala ho,positive,positive,positive,positive,politics,True,politics§positive
agar PPP govt nahain karti to ghadar kahalwati ab sahi hay,negative,negative,negative,negative,politics,True,politics§negative
Farhan Bhai Khuwab to Iqbal ne dekha uska zulm ye he usne dekha nd uske pas Law ki degree ni thi,negative,negative,negative,negative,politics,True,politics§negative
"no sir!! Bcz according to him, work matters a lot.. so we should remain buzy in doing.",negative,negative,negative,negative,politics,True,politics§negative
honi chayea thi,neutral,positive,neutral,neutral,politics,False,politics§neutral
choti honi chahea taka logo ko allama iqbal k baray ma pta lagay,neutral,positive,neutral,neutral,politics,False,politics§neutral
",jis ne pakistan ka tassawar dia aur bunyad rakhi to youme iqbal pe choti zarur honi chahyie,",neutral,positive,neutral,neutral,politics,False,politics§neutral
choti khtm nhi krni chaiy ti lkn tamam idaro ko notice dena chaiye tha k wo is din ko celebrate kren..,neutral,neutral,neutral,neutral,politics,True,politics§neutral
G bilkul chutti honi chahiye puray pak main,neutral,positive,neutral,neutral,politics,False,politics§neutral
nhi hony chahiye ku ke celebration ke liye chuto zaroori nhi,negative,neutral,negative,negative,politics,False,politics§negative
iqbal bay ko cohti honi chaye h,neutral,neutral,neutral,neutral,politics,True,politics§neutral
shukar karey IK apni jahilana guftugu bund nahin kar sakta. Warna pmln make a debatable stupid decision everyday,negative,neutral,negative,negative,politics,False,politics§negative
zror honi chahea thi ye aik bohat brri nna ehli h hmari,negative,neutral,negative,negative,politics,False,politics§negative
Bilqul Nehi! #Wajha? Kyun ky thpy per thapa or chuti per chuti qoam ki barbadi ki yhi wajuhat hn!,negative,negative,negative,negative,politics,True,politics§negative
1 din pakistan band rahe tu 82 arab ka nuksaan hai...mukhlis log jante hain honi chahiye thi ya nh.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
Joni chahiay thi #GoNawazGo agr es din ganjy ki birth day hoti to choti deta,neutral,negative,neutral,neutral,politics,False,politics§neutral
YES zaroor honi chai thi,neutral,positive,neutral,neutral,politics,False,politics§neutral
bilkul honi chahiye thi,neutral,positive,neutral,neutral,politics,False,politics§neutral
wo q koi khaas waja nemra,neutral,negative,neutral,neutral,politics,False,politics§neutral
Holiday kay Bajay Non Working day Declare hona chahiy national holidays kay bajay....,neutral,negative,neutral,neutral,politics,False,politics§neutral
bilkul ni agy bht Zaheeni student haun humry jo chuti or ho,neutral,negative,neutral,neutral,politics,False,politics§neutral
honi chahiyay thii..ending Iqbal Day holiday was wrong message,negative,negative,negative,negative,politics,True,politics§negative
"kya ap sb bhul gaye k jis shaksiyat ne Pakistan banany mein musbit kirdaar ada kiya , us din hi chuti nahi ?????",negative,neutral,negative,negative,politics,False,politics§negative
"Iqbal ki ""chutti ""nhi hone chahay,it is like tumaray name Kay sath tumaray baap ka Nam hona chahia ya nahi",negative,negative,negative,negative,politics,True,politics§negative
kya farq parta hai chutti say .... Sb chuttiya cancel honi chahiye,negative,negative,negative,negative,politics,True,politics§negative
Nahee.. Kyu k hum Pakistani Iqbal ( RA ) jesaay azeeem insan k qabil he nae hai..!! Woh kahaa or hum Kahaa..,negative,negative,negative,negative,politics,True,politics§negative
Q k is ma Pakistani awam jazba pay da hota hai,neutral,positive,neutral,neutral,politics,False,politics§neutral
chuti ka matleb iqbal logo ke zihen se nikal jayiga jaise dosre waqiy bhool gayi ane wali nasal ko pata he nahi hoga iqbalkonta,negative,negative,negative,negative,politics,True,politics§negative
sir honi chahiay thee kyon Kay he was only person who think Pakistan,neutral,positive,neutral,neutral,politics,False,politics§neutral
g hone chaeiy aghr na ho too 3/4 saal bd log Iqbal day ko bhool he jaein gy,negative,negative,negative,negative,politics,True,politics§negative
"Iqbal day per chutti ka inhisaar pakistan ki taraqi per hai,",positive,negative,positive,positive,politics,False,politics§positive
zur hony chaye thi,neutral,positive,neutral,neutral,politics,False,politics§neutral
68 yrs me ye pehle wise hukmran aaye hn jinhon ne chutti khatam ki is se pehley wale sab foolish thay ?,negative,negative,negative,negative,politics,True,politics§negative
G zarur. Agr ni to har gazetted holiday incl 23march n 14 aug b khtam kr den,negative,negative,negative,negative,politics,True,politics§negative
"Honi chahye ti, n thnks to I.K, hum ne ki. We KPKians are blessed 2 hv I.K our leader",positive,positive,positive,positive,politics,True,politics§positive
Chute nahy hone chahye.. Chutyon se shaksyt nahy barhte balke unke pagham pa amal se..,negative,negative,negative,negative,politics,True,politics§negative
Lazmi honi chahye the.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
"ap koe allama ka shair he par dain ,",neutral,neutral,neutral,neutral,politics,True,politics§neutral
chute hone chaheye.....iqbal day,neutral,neutral,neutral,neutral,politics,True,politics§neutral
nahin honi chahiye. Waisay hum Kum chuttiyan daytay hain kia?,negative,negative,negative,negative,politics,True,politics§negative
Agar Iqbal ko pata hota k Muslim league ka yeh Hal hoga to who Congress join kartay.,neutral,neutral,neutral,neutral,politics,True,politics§neutral
ha Iqbal day per chuthi honi chaye,neutral,positive,neutral,neutral,politics,False,politics§neutral
"Bakar mubash kuch kia kar, aur kuch ne to pajama udahr kar seaa kar",neutral,negative,neutral,neutral,politics,False,politics§neutral
Hamid Mir sab chand saal baad log pochengay ya Allan Iqbal kon ta. Choti zaroor honi chaheye tee,neutral,positive,neutral,neutral,politics,False,politics§neutral
Iqbal Ham sharminda hein.Aap ki chuti ke Qatil Zinda hein.,negative,negative,negative,negative,politics,True,politics§negative
Ha chote hone chaye the q k alama Iqbal hamare qaumi shaeer hai aur azadi Pakistan k lyr apne shaeere se nawjawano ko bedar kia,positive,positive,positive,positive,politics,True,politics§positive
chutti honi nai honi chahiaY.shahid ch,negative,neutral,negative,negative,politics,False,politics§negative
Yes.pure Pakistan me hone chahye thi.,neutral,positive,neutral,neutral,politics,False,politics§neutral
yes honi chaheye thi. nawaz Govt. ka aik aur ganda kam samnye agia,negative,negative,negative,negative,politics,True,politics§negative
gee bilkul chhuti honi chahiye thi,neutral,positive,neutral,neutral,politics,False,politics§neutral
"hamy parai py zor Dayna chaheye, chotio py nai.",negative,negative,negative,negative,politics,True,politics§negative
NHE HNEY CHIAY BALKAY IQBAL DAY CELEBRATE KARNA CHIAY THA,neutral,positive,neutral,neutral,politics,False,politics§neutral
Hamid Sir App PMLN leadership se demand kareen k Federal main Saturday ki Chutti khatam kareen as they ended on Today,neutral,negative,neutral,neutral,politics,False,politics§neutral
nahi honi chaye thii,negative,negative,negative,negative,politics,True,politics§negative
Iqbal Inko Pakistan De Gaya Ye Hakumte Pak Day Pe ek chuti ni de sakte ??? Chuti honi chaye thi,negative,positive,negative,negative,politics,False,politics§negative
Jasy Ap ne qadd me azfah ki koshish kee. Phr Ap ne Alma sab ki zatti zindgi ko discuss kar k apni ruh taskeen di,positive,positive,positive,positive,politics,True,politics§positive
Alama sb ki to kia bat hy ab to koi parti b theek ni hy,negative,positive,negative,negative,politics,False,politics§negative
Haq Goyi-o-Bebaki.,neutral,positive,neutral,neutral,politics,False,politics§neutral
ALLAH Ke Sheron Ko Ati Nahin Roobahi,negative,positive,negative,negative,politics,False,politics§negative
Jo log Qaum ki khidmat ko apna shewa samajthai hai unhai maal awr dawlat ki fikr nahi raht,positive,positive,positive,positive,politics,True,politics§positive
",ye pti k khilaaf ya Pak oar awam k sath zulm ki ibtada he.whts mean ek?",negative,negative,negative,negative,politics,True,politics§negative
aap bhi waisey Allama Iqbal ko mistreat kar rahe hain....are u paid for this?,negative,negative,negative,negative,politics,True,politics§negative
"mir Sb,,kia hi Gia ap no,,,dandi na marain,,,",positive,positive,positive,positive,politics,True,politics§positive
Mir sahaab is khubsurat column kay sadqay aap kay pichley saaray biased program maaf.,positive,positive,positive,positive,politics,True,politics§positive
Aap yeh tau batayie k ak paid joutnalist khobsurat column kesay likh sakta hey?Wah kya paid soch hey aap ki.,positive,positive,positive,positive,politics,True,politics§positive
gareeb logo ko relief mily tu apni zindagi pori Allah ki rah mai waqaf kr sakty hy,positive,positive,positive,positive,politics,True,politics§positive
