text,sentiment,sourcesheet,unanimous,annotator_1,annotator_2,annotator_3
اندھے کو دوسرا بھی اندھا ہی دکھیگا  بھیے ذرا اپنے دماغ کے ساتھ ساتھ آنکھوں کا بھی علاج ضرور کروایو الطاف بھائی کی غلامی میں تمہیں کچھ بھی نہ سجھائی دیتا ہے اور نہ کچھ دکھائی دیتا ہے میں تو ڈرل کی ہوئی اپنوں کی لاشیں اٹھا چکا ہوں اس لئے تمہارے بھاشن کا میرے اوپر کوئی اثر نہیں ہونے والا ,negative,politics,True,neg,neg,neg
یار سوال تو بڑا سخت ہے  سارے کے سارے نام ایم کیو ایم پر فٹ بیٹھتے ہیں ,neutral,politics,False,neu,neg,neu
متحدہ کا نام آتے ہی سب سے پہلے ذہن میں بوری بھتہ ٹارگٹ کلنگ قبضہ ٹھپا مافیا  اغوا براے تاوان بینک ڈکیتی میڈیا پر قبضہ آتا ہے,negative,politics,True,neg,neg,neg
ابے الطاف بھائی کا مجرا بھول گیا ؟ اتنی محنت کرکے سارے میڈیا کو جکڑ کر بیچارہ مجرا کرتا ہے اور تیرے ذہن میں وہ کبھی آتا ہی نہیں ؟,negative,politics,True,neg,neg,neg
الطاف بھائی کی کوئی لاٹیسٹ فوٹو اور وڈیو نہیں ائی مارکیٹ میں ؟,negative,politics,False,neg,neu,neg
الطاف بھائی کی ویسے بھی بوہت منحوس شکل تھی اور اب تو ٹینشن کی وجہ سے زیادہ خراب ہوگی ہے اب تو زیادہ تر وقت ٹنشن میں باتھروم میں ہی گزارتا ہے اس لئے باتھ روم سے کیسے لائیو دکھائیگا ؟ بس فون پکڑ کر ووہیں سے بوری پیکروں کو بول بچن دے دیتا ہے ,negative,politics,True,neg,neg,neg
آپ کو چاہیے کہ آپ مصطفی کمال صاحب کی ویڈیو کو دیکھیں جہاں انہوں نے تفصیل سے اس مسئلے کی وضاحت کی ہے,negative,politics,False,neg,neu,neg
اپنی عقل سے کام سے لیجئے کراچی کی یہ پولیس سیاسی پولیس ہے اور ذوالفقار مرزا نے اس میں رحمان ڈکیٹ کے جرائم پیشہ ساتھیوں کو ہزاروں کی تعداد میں بھرتی کیا تھا اور اسکا ثبوت اوپر صاف صاف آپ کے سامنے موجود ہے تو پھر بھلا ایسی پولیس کیسے اپنے ہی ساتھی جرائم پیشہ افراد کے خلاف آپریشن کر سکتی ہے؟,neutral,politics,False,neu,neg,neu
نسرین جلیل نے یہ الزام اپنی جماعت پر نہیں لگایا ہو گا بلکہ حکومت پر لگایا ہو گا اسی وجہ سے اگلے پیرے میں جج حضرات کا بیان نقل کیا گیا ہے کہ وہ اس خط پر اعتراض کر رہے ہیں ,negative,politics,True,neg,neg,neg
خود سوچئیے اگر واقعی ایسا کوئی خط ہوتا جس میں نسرین جلیل نے متحدہ پر یہ الزام لگایا ہوتا تو ابتک پاکستانی میڈیا میں اور سوشل میڈیا میں بھونچال آ چکا ہوتا چنانچہ مجھے یقین ہے کہ یہ غلط فہمی ہے اور بی بی سی کی طرف سے ٹائپو کی یا پھر خط کا اردو ترجمہ کرنے کی غلطی ہے,negative,politics,False,neg,pos,neg
انہیں پی پی کی توہین عدالت نظر نہیں آتی,negative,politics,True,neg,neg,neg
عمران کے پجاریوں نے اپنے مہا کوڑھی سردار آصف زرداری کے گرد گھیرا تنگ ہوتا دیکھہ کر یہاں فورم پر سپریم کورٹ کے خلاف بھی زہر اگلنا شروع کر دیا ہے,negative,politics,True,neg,neg,neg
بندرکی طرح دوسروں کی طرف دیکھناچھوڑیں اور اپنے حقوق کے لئے مل کر خود جدوجہد کریں,neutral,politics,False,neu,neg,neu
بدعنوان حکومت کے خلاف سول نافرمانی کا آغاز آپ بھی اس میں شامل ہوں,negative,politics,True,neg,neg,neg
شاہ صاحب اس عمر میں قبروں کے ڈیزائین دیکھتے ہیں آپ کن کاموں میں پڑے ہوئے ہیں,negative,politics,False,neg,neu,neg
کچھ حیا کرو یار,positive,politics,False,pos,neg,pos
اب جب کہ ساری عمر ہی یہی کام کیا ہے شاہ جی نے تو آخری عمر میں کیوں یہ نشہ چھوڑے,negative,politics,False,neg,neu,neg
آپ نے لکھا تو پتا کیسے چلے گا کہ کون اس کی مخالفت اس کے ظلم ہونے کی وجہ سے کر رہا ہے,negative,politics,True,neg,neg,neg
میرا بھی آپ سے یہی سوال ہے کہ اگر کوئی اسکی مخالفت کرتا ہے تو آپ کو کیسے پتا چلے گا کے وہ واقعی میں ہی اس ظلم کے خلاف ہے,negative,politics,True,neg,neg,neg
 کیا آپ کا پہلا مفروضہ یہ ہو گا کے جو بھی اس کی مخالفت کرے گا وہ ایک سیکولر انتہا پسند ہی ہو گا ؟ ,neutral,politics,False,neu,pos,neu
آپ نے پورا نہیں پڑھا اس میں صاف لکھا ہے کہ جو شخص عمل اور ردعمل دونوں کی مذمت کرے گا وہی اس کا جینوئن مخالف ہے,neutral,politics,False,neu,neg,neu
اگر آپ کلین شیو ہیں اور نماز بھی کبھی کبھار ہی پڑھتے ہیں تو اس سے ان بھائی صاحب کو فیصلہ کرنے میں آسانی ہوجائیگی کہ آپ ایک لبرل اور سیکولر شخص ہیں  لہذا لبرل اور سیکولر ہونے کہ ناطے آپ اسلام دشمن ہوۓ اور آپ کی کوئی بھی مخالفت اسلام دشمنی کہلاۓ گی ,neutral,politics,False,neu,neg,neu
گھر سے فرار ہونے کی سب سے بڑی وجہ اسلام کا پرچار کرنے والوں کا اسلامی احکامات ماننے سے انکار ہے ,negative,politics,True,neg,neg,neg
شریعت نے اولاد کو جو حق دیا اگر بڑے اسے چھیننے کی کوشش نا کریں تو ایسا کوئی واقعہ ہو ہی نا,positive,politics,False,pos,neg,pos
اللہ آپ کو ہدایت دے آپ ویسے ساری زندگی نیگیٹو اور نفرت سے بھرے رہے ہیں یا میٹرک کے بعد کوئی کورس کیا تھا؟ ,neutral,politics,False,neu,neg,neu
تھریڈ سٹارٹر جو ہے یہ سرکاری ترجمان ہے ان تمام دہشتگرد تنظیموں کا,negative,politics,True,neg,neg,neg
تھریڈ سٹارٹر کیونکہ مولوی ٹائپ بندہ ہے    ٹائپ کیا بلکہ مولوی ہی ہے اُس کا ایسے غیر اسلامی تھریڈز بنانا باعثِ حیرت  ہے کیونکہ اسلام میں تو شادی وہی جائز ہے جو مرضی سے ہو لیکن خر اندیشے کا ناحق بہنے والے خون خرابے کی روک  تھام کیلئے ہونیوالی کسی کاوش پر بلبلانا سمجھ نہیں آتا,negative,politics,True,neg,neg,neg
آپ اس تھریڈ سے اندازہ لگا لو کہ یہ بندہ ایک کس دماغ کا ہے  ایک مکمل خبیث اور خارجی ذہن کا مالک  جس کی عقل کی تمام کھڑکیاں بند ہیں ,negative,politics,True,neg,neg,neg
یہ لوگ صرف قتل کرنے کا بہانہ تلاش کرتے ہیں  جایز یا نا جائز  ان کے ہان سب جایز ہے ,neutral,politics,False,neu,neg,neu
کسی کے چہرے پر تیزاب نہی پھینک سکتے کہ اس لڑکی نے تمہیں ریجیکٹ کر دیا ہے,negative,politics,True,neg,neg,neg
میں تعلق پنجاب کے جس علاقے سے ہے  وہاں میرے اندازے کے مطابق سب سے زیادہ غیرت کے نام پر قتل ہوئے ہوں گے ہمارے ہی ابائی گاوں میں پچھلے چند سالوں میں پانچ افراد تین لو میرج کے واقعات میں قتل ہوچکے ہیں ,negative,politics,True,neg,neg,neg
میں نے قصدا لبرل کا لفظ کم استعمال کیا ہے اور جہاں سیکولر استعمال کیا ہے وہاں کوشش کی ہے کہ انتہا پسند اور فاشسٹ کا لاحقہ بھی لگا دیا جائے تا کہ' کراس فائرنگ 'میں عام لوگ نشانہ نہ بن جائیں کیونکہ عوام کی اکثریت بے شک 'مولوی' نہیں ہے مگر وہ 'لبرل' اور 'سیکولر' بھی ہر گز نہیں ہے بلکہ دین پسند اور مذہب سے لگائو رکھنے والے لوگ ہیں عملی کمزوریاں ضرور ہیں مگر دین بیزار نہیںلہذا اگر کوئی بے نمازی ہے یا داڑھی نہیں ہے تو وہ مولوی تو نہیں مگر دین بیزار سیکولرز میں سے بھی نہیں,neutral,politics,False,neu,pos,neu
میں نے بھی غیرت کے نام پر قتل کوظلم اور قبیح فعل ہی بتایا ہے اور خلاف شریعت ثابت کیا ہے پھر کیا میں بھی سیکولر انتہا پسند ہوں؟,negative,politics,False,neg,neu,neg
حقوق نسواں بل اور اس کے نتیجے میں آنے والی تبدیلی کی مثال اسی لئے دی تھی,neutral,politics,False,neu,pos,neu
اسلام کا پرچار کرنے والوں کے یہاں ایسے واقعات کا تناسب  دوسروں کے مقابلے میں نہ ہونے کے برابر ہی ہےکیوں کہ اگر واقعی کسی کی اسلامی خطوط پر پرورش ہوئی ہو تو اولاد اس انتہائی اقدام کا سوچتی بھی نہیں اور کیونکہ عمل نہیں ہوتا اس لئے ردعمل بھی نہیں ہوتا,negative,politics,True,neg,neg,neg
بہرحال آپ کی بات ٹھیک ہے کہ ایسا کام دین سے دوری کی وجہ سے ہی ہوتا ہے ,positive,politics,False,pos,neu,pos
یہی تو بات ہے کہ قتل تو قتل ہی ہوتا ہے اس کی سزا موت ہی ہونی چاہئے اب ایک شخص کو کوئی موبائل چھیننے کے چکر میں قتل کر دیتا ہے تو کیا سے سزا اس لئے نہ ملنی چاہئے کہ اس نے غیرت کے نام پر قتل نہیں کیا؟,negative,politics,True,neg,neg,neg
آپ ڈبلیو ڈبلیو ای کی کشتیوں کو ایک ٹی وی ڈرامے کی طرح  اور ایسے تھریڈ اسٹیج ڈرامے کی طرح لیا کریں,neutral,politics,True,neu,neu,neu
آپ اسے صرف 'کورٹ میرج' تک ہی محدود کر رہے ہیںجبکہ اس کے دوسرے اور بھی محرکات ہیں,neutral,politics,True,neu,neu,neu
آپ کو غلط وقت پر غلط چیز یاد آئی,negative,politics,True,neg,neg,neg
یہاں آپ کشتی کی بجائے ایران امریکا 'دشمنی 'کا ذکر کر دیتے تو بھی کام چل جاتا ہم اسے بھی ایک ڈرامے کی طرح ہی لیتےہیں,negative,politics,False,neg,neu,neg
ہمارے ہاں ایسا تو ہوتا نہیں کہ جوڑا بغیر شادی ساتھ رہنے لگے  کورٹ ہی جائیں گے شادی کے لئے اور قتل بھی اسی بات پے ہوتے ہیں,negative,politics,True,neg,neg,neg
شہباز شریف فرماتے ہیں  کوی ایک کرپشن اسکینڈل نکل اے وہ استیفہ دے دیں گے ,negative,politics,True,neg,neg,neg
شہباز تیری کرپشن سے جلتا ہے زمانہ,negative,politics,True,neg,neg,neg
پنجاب میں ہر وہ پراجیکٹ لگے گا جہاں اتفاق کا سریا کپھے گا,neutral,politics,True,neu,neu,neu
یہ گندا خاندان پہلے کبھی اپنی زبان پے کھڑا ہوا ہے جو اب ہو گا ؟؟؟,negative,politics,True,neg,neg,neg
آگ سیانی ہو گئی لیکن بس عوام سیانے نہ ہوئے,neutral,politics,False,neu,neg,neu
ایک تو پنجاب کی آگ بھی بڑی سیانی ہو گئی ہے,positive,politics,False,pos,neu,pos
افیم لے لوافیمپہلے بھی لال قلعے پر قبضہ کرنے گئے تھےلنگی چھوڑ کر بھاگنا پڑا تھاسوائے الللہ کے کسی کو غیب کا علم نہیں ہاں محنت کروجدید علوم حاصل کروٹیکنالوجی میں تحقیقات کرواس کے بعد دشمن کو چیلینج کرتے اچھے لگو گے,neutral,politics,False,neu,neg,neu
ایک زرداری پاکستان پر بھری,negative,politics,True,neg,neg,neg
شوکت بسرا اور راجہ ریاض زرداری کے کھبے اور سجے   ہیں,neutral,politics,True,neu,neu,neu
لعنت ہو اس پر جس نے یہ کام صرف الیکشن جیتنے کے لئے کیے,negative,politics,True,neg,neg,neg
پاکستان کی خوشحالی کہ لئے نہیں  کوئی مضائقہ نہیں  یہ خدا نخواستہ  جیت گیا تو دونوں منصوبے پھر بند کر دے گا ,negative,politics,True,neg,neg,neg
امریکا جب فوج کو ڈالر دکھاے گا تو یہ سب دھرا کا دھرا رہ جاے گا,negative,politics,True,neg,neg,neg
اس بدبخت کو بھاگنے نہیں دینا اس سے سارا پاکستان کا لوٹا ہوا پیسا نکلوانا ہے,negative,politics,True,neg,neg,neg
جنسی آسودگی انسان کو نارمل رکھنے کیلئے انتہائی ضروری ہے دیکھا گیا ہے کہ ناآسودہ انسان اگر بزدل نہ ہوں تو انتہائی خبیث قسم کے مجرم کے روپ میں سامنے آتے ہیں ہر قسم کی قانون شکنی خاص طور سے خواتین کی پامالی انکا مقصد حیات ہوتی ہے لیکن اس قسم کے لوگ اگر بزدل ہوں تو وہ معاشرے میں اپنے ان مشاغل کیلئے کوئی ایسا راستہ ڈھونڈلیتے ہیںجن سے انکا انتقام پورا ہوتا رہےایسے لوگ جعلی مذہبی لیڈر بن جاتے ہیں عامل بن جاتے ہیں مصلح بن جاتے ہیںاور بہت سی مثالوں میں سوشل ورکر بن جاتے ہیں ان میں مرد اور عورت دونو ں ہی ہوتے ہیں اور ہر مذہب اور ہر نسل میں یہ پائے جاتے ہیں یہ لوگ دوہری شخصیت کے مالک ہوتے ہیں,negative,politics,False,neg,neu,neg
الله معاف کرے کس قدر منافق مہا آتما  تھی ,neutral,politics,False,neu,neg,neu
افسوس مولانا ابو کلام آزاد ایک مومن ہونے کے باوجود ایک  مشرک منافق کے ہاتھوں ڈسے گئے,negative,politics,True,neg,neg,neg
رحمان ملک کی انکواری میں اب پردہ ڈالا جائے گا,neutral,politics,True,neu,neu,neu
جرنریٹر سے لاہور کی فیکٹری میں اگ لگی ہے کراچی میں وجہے معلوم نہیں,negative,politics,True,neg,neg,neg
یہ واقعی بڑی حیرت کی بات ہے  اتنی بڑی اگ کسی کیمیکل سے ہی لگ سکتی ہے  اینٹوں اور سیمنٹ کی بلڈنگ میں اگ ایسے لگی ہے جسے لکڑی کے گھروں میں لگتی ہ,negative,politics,False,neg,neu,neg
میرے پاس تو سپین کے پیپر ہیں کچھ دوست گئے ہیں اٹلی دیکھتے ہیں کیا ہوتا ہے,neutral,politics,True,neu,neu,neu
امت تو انتہائی کمینہ ہےاس کو اخبار کہنا ہی غلط ہےیہ تو ایک پوسٹر ہےغلیظگندہ چیتھڑا,negative,politics,True,neg,neg,neg
مریم بی بی آپ کیپٹن صفدر کی قائد تو بن سکتی ہیں مگر نوجوان نسل کی نہیں آپکی بھی کوئی غلطی نہیں ہے بونگیاں مارنا آپ کو وراثت میں تو ملا ہی تھا مگر اب تو کیپٹن صفدر کے ساتھ رہ کر آپ نے بونگیوں میں پی ایچ ڈی کر لی ہو گی,negative,politics,True,neg,neg,neg
ساری دنیا جانتی ہے کہ زرداری کی سمجھوتہ ایکسپریس پر کس کا ابّا سواررہااور ہے,neutral,politics,False,neu,neg,neu
اپنے ہی تو اپنوں کو یاد کیا کرتے ہیں بھلا غیر کیونکر کرنےلگے,neutral,politics,True,neu,neu,neu
ویسے آپ سے اسقدر حقیر جواب کی امید نا تھی مگر سیتا سفید اتنی یاد کیوں آ رہی ہے اپکو,negative,politics,False,neg,neu,neg
اصولی بات ہے کہ ن میں کالی بھیڑیں ہیں ہی نہیں انھیں بقول میاں چھوٹےچراوہے رنگ و روغن اور پالش کرکے دم کٹے شیر بنا دیا ہے تاکہ پارٹی ہٹ کے نظر آئے مگر پنڈی کا بھینسہ ویسا کا ویسا ہی ہے,negative,politics,False,neg,neu,neg
شاہد مشاہداللہ خان کی بات کررہی ہے جو سیکرٹری اطلاعات بھی ہے کہیں یہ اسے کالی بھیڑتو نہیں کہہ رہی ؟,negative,politics,False,neg,neu,neg
اس طرح تو ساری پارٹی فارغ ہوجائے گی,negative,politics,True,neg,neg,neg
بھیڑهیں نہیں بھیڑئیے ہیں,negative,politics,True,neg,neg,neg
آپ خود ایک بھیڑ ہیں بس کالی نہیں ہیں,negative,politics,True,neg,neg,neg
pmln ویسے تو  میں ساری بھیٹریں ہی ہیں بس کالے رنگ والی الگ کرنی ہیں آپ کے خیال میں کون سی بھیٹریں کالی ہیں اور کونسی نیلی اور پیلی  ووگ والی بھیٹروں اس میں شامل نہ کریں  ,negative,politics,True,neg,neg,neg
کبھی فرصت ملے تو عائیشہ احد سے بھی مل لینا وہ کہتی ہے کہ پارٹی میں ایک بھیڑیا بھی ہے,negative,politics,False,neg,neu,neg
لگتا ہے راجہ رینٹل کے بعد یہ وزیر اعظم بننے کے چکر میں ہے مگر اس چکر میں راجہ رینٹل سے پہلے یہ خود جیل میں ہوگا ,negative,politics,True,neg,neg,neg
گڈ اچھی خبر خوشی ہوئی یہ سن کر مجھے امید ہے کہ بنو عاد کے اس فرزند کے ساتھ پورا پورا انصآف ہو گا اور یہ اپنے انجام بد کو جلد ہی پہنچے گا,positive,politics,True,pos,pos,pos
زرداری کے پاس بہت سارے کتے ہیں,neutral,politics,False,neu,neg,neu
زرداری ایم کیو ایم کو خاموش کرنے کے لئے ذولفقار مرزا کو تیار کر کے لایے تھے اب چیف جسٹس کے لئے فصل رضا عابدی کو تیار کر کے لایے ہیں  اب دیکھنا یہ ہے کہ کون خاموش ہوتا ہے,neutral,politics,True,neu,neu,neu
عابدی کی بات تو خود اس کی پارٹی نہیں سن رہی تو دوسروں سے کیا توقع رکھتے ہو ؟ ,neutral,politics,False,neu,neg,neu
بھائی جی سب جھوٹ ہے آپ پتا نہیں کیسے اس پر یقین کر کے بیٹھ گئے ہیں اگر سچا ہے تو عدالت جاتا میڈیا پر بیٹھ کر ڈرامے نہ کرتا کبھی فرقے کا استمال کرتا ہے کبھی لسانیت کا کبھی بھٹو خاندان کی قبروں کا اور عالم یہ ہے اس کی اپنی پارٹی بھی اس کی باتوں کو قبول کرنے کو تیار نہیں,negative,politics,True,neg,neg,neg
آج ٨ ستمبر ھو گی ہے تقریبا ایک مہینہ ہونے کو آیا ہے جانثاروں سے سوال ہے کے جس کانفرنس کا نوٹس لیا گیا ہے اس کے بعد لگ بھگ ایک درجن ٹاک شو میں عابدی اپنے مزید جوہر دیکھا چکا ہے لکیں چیف صاحب لگتا ہے کانفرنس کی فصاحت و بلاغت میں ایسے الجھ گے ھیں کے آگے کے ٹاک شو کا ریکارڈ نہیں منگوا پا رھے  کیا آپ میں سے کوئی عابدی کے خلاف پٹیشن فائل کرنے کا تردد کری گا ؟,negative,politics,True,neg,neg,neg
چیف جسٹس بھی تو تاریخ پر تاریخ کو فیصلہ کُن فیصلہ کیوں نہیں سناتا اگر زندگی اتنی پیاری ہے تو استیفعیٰ دو اورگھر جا کر آرام کرو گیلانی کی طرح,neutral,politics,True,neu,neu,neu
عابدی کو تو ابھی تک تاریخ بھی نہیں دی گی  اس بارے میں کیا راۓ ہے جناب آپ کی,negative,politics,True,neg,neg,neg
صبح مؤنہ نہار  چھتر پانی کے ساتھ,negative,politics,True,neg,neg,neg
اس کا علاج  جوتے اس کی گنجی ٹانٹ پرصبح ہی صبح روزانہ ناشتے سے پہلے,negative,politics,True,neg,neg,neg
لینڈ ریکارڈ کی کمپیوٹرایزیشن کا پراجیکٹ مشرف کے دور میں شروع ہوا تھا ورلڈ بینک کے تعاون سے,neutral,politics,True,neu,neu,neu
جلد ہی وزیر اعلی منڈی بہاوالدین افتتاح کرتے دکھائی دیں گے کیونکہ وہاں کی سروس سینٹر کی بلڈنگ بھی بن چکی ہے اور  موضعے لائیو ہو گئے ہیں جبکہ کے ضلع منڈی بہاوالدین کے کل موضعات کی تعداد  ہے,neutral,politics,False,neu,pos,neu
 عوام کو بہرحال بہت فائدہ ہو گا لینڈ ریکارڈ کی ایک سینٹرلائیز ڈیٹابیس بن جائے گی اور پٹواری کا عمل دخل بھی کم ہو جائے گا فراڈ کرنا اتنا اسان نہ ہو گا ,positive,politics,True,pos,pos,pos
جناب پنجاب پبلک سروس کمشن کے تحت ابھی تک لینڈ ریکارڈ ڈپارٹمنٹ کے لیے اسسٹنٹ ڈاریکٹر وغیرہ کے امتحان کے رزلٹ نہیں آئے تو سروس سینٹر کون چلائیں گے؟ سنا ہے کہ اپنے بندے فاِنل کر لیے ہیں بس  امیدواران کو ٹرخایئں گے,negative,politics,False,neg,neu,neg
تحریک انصاف پاکستان میں انصاف کی تکمیل کے لئے نیشنل اکاؤنٹیبلٹی بوریو کو خود مختار ادارہ بنانا چاھتی ھے ,positive,politics,False,pos,neu,pos
 اعمران خان نیب کو خود مختار ادارہ بنایں گے جو وزیر اعلی کے نیچے نہیں ھو گا اور نہ وزیر اعلی کا کوئی عمل دغل ھو گا ,positive,politics,False,pos,neg,pos
پولیس کی خودمختاری بلدیاتی انتخابات یہ تیسرا بڑا قدم ھو گا جو خبر پختونخوا کو دوسرے صوبوں سے ممتاز کر دے گا,positive,politics,True,pos,pos,pos
یہ عمران خان کی پاکستان تحریک انصاف کا پاکستان کو ایک بہت بڑا تحفہ ھو گا ,positive,politics,True,pos,pos,pos
اسد عمر نے ن لیگ کے چھ ماہ کے پراپگنڈے پر دس سیکنڈ میں پانی پھیر دیا ,negative,politics,True,neg,neg,neg
میں یہ سن سن کر تنگ آچکا ہوں   سیٹوں والی پارٹی ہمیں کہتی ہے کہ ہم نے آپکی حکومت بنواکر بہت بڑا احسان کیا ہے اگر ان میں ہمت ہے تو یہ ہماری حکومت گرا لو اگر ہمت ہے تو اپنی حکومت بنالو یہ احسان کی سٹیٹمنٹ دینا چھوڑ دو اسد عمر,negative,politics,True,neg,neg,neg
 اس میں کسسی شخصیت یا سیاسی جماعت کی عکاسی نہیں کی گی ھے,negative,politics,True,neg,neg,neg
آپ فرق محسوس کر سکتے ھیں  پنجاب گورنمنٹ کا اشتھار جس میں منحوس چہرے اور ایک پروپوگنڈا سے بھر پور اشتھار جس کا عوام کے ساتھ کوئی لینا دینا نہیں دوسرا اشتھار خیبر پختوں خوا کی گورنمنٹ کا ,negative,politics,True,neg,neg,neg
پاکستان کی ٦٥ سالہ تاریخ میں بہت سے سیاسی جماعتوں سے لوگوں کا پالا پڑا ھے  لوگوں نے ذولفقار علی بھتو صاحب کی سیاست بھی دیکھی ھے جنہوں نے روٹی کپڑا اور مکان کا صرف لارا دیا مگر عوام آج بھی ان دلکش نعروں سے باھر نہیں آ ی ,negative,politics,False,neg,neu,neg
پاکستان کی تاریخ میں پہلی دفع پاکستان تحریک انصاف نے جو وعدہ کیا تھا اس پر عمل بھی کر  رہی ھے  پاکستان کی تاریخ میں پہلی دفع کسی جماعت نے اپنا تعلق اپنی حلیف جماعت سے اس لئے توڑا کےاسکے وزیر وہ رشوت میں ملوث تھے پاکستان مسلم لیگ ان تمام جماعتوں سے اشتراک کر رہی ھے جن ماضی اور حال دونو داغدار ھیں  ,neutral,politics,False,neu,neg,neu
ایک احتساب کا ادارہ حکومت پاکستان کا بھی ھے,neutral,politics,True,neu,neu,neu
سالوں میں بہت مثبت اثر پڑے گا اور صوبہ بہت ترقی کرے گا ,positive,politics,True,pos,pos,pos
کتنا زھر لگتا ہے ہستا ہوا یہ منحوس بٹ ,negative,politics,True,neg,neg,neg
خیبر پختونخواہ میں پاکستان کا سب سے بڑا ہسپتال تعمیر ہونے جا رہا ہے  ,neutral,politics,False,neu,pos,neu
پنجاب اور سندھ میں بلدیاتی الیکشن مذاق بن کر رہ گئے ہیںالیکشن کمیشن عجیب بے بسی کا شکار ہے  اور دونوں صوبائی حکومتیں اس سے کھیل کھیل رہی ہیںامیدواروں کو کچھ سمجھ نہیں آرہا کہ کیا ہو گا ,negative,politics,True,neg,neg,neg
اعتزاز حسن کی شہادت پر خیبرپختونخواہ حکومت کی بے حسی افسوسناک ہےعمران خان,negative,politics,True,neg,neg,neg
سلیم صافی اور رؤف کلاسرا کے کالم جن میں کہا گیا تھا کہ تحریک انصاف خیبر پختون خواہ میں چار گروپوں میں تقسیم ہو گئی ہے کو غلط ثابت کرنے کے لیے مراد سعید نے ٹویٹر پر تصویریں جاری کی ہیں,negative,politics,True,neg,neg,neg
دیر ائے درست اے ,positive,politics,False,pos,neu,pos
خبر پختون خوا کی عوام قلعہ کے کھلنے پر بہت مسررور,positive,politics,True,pos,pos,pos
ایک طرف اندھیرے اور جہالت میں ڈوبا پنجاب اور دوسسری طرف چاند کی طرح ابھرتا نیا خبیر پختون خوا ,neutral,politics,True,neu,neu,neu
دعوت ولیمہ میں شرکت اہم ہے  شہید کی نماز جنازہ پڑھنا یا اسکے اہل خانہ سے تعزیت کرنا ضروری نہیں,neutral,politics,True,neu,neu,neu
وزیراعلی خیبرپختونخواہ پرویز خٹک نے کہا ہے کہ خیبرپختونخوا ہ کے معاملات مولانا فضل الرحمان کی مدد کے بغیر چلانا ممکن نہیں ہیں,negative,politics,True,neg,neg,neg
محکمہ تعلیم کی سالانہ رپورٹ کے مطابق خیبر پختونخوا کے پرائمری سے ہائیر سیکنڈری تک کے  اسکو ل بنیادی سہولتوں سے محروم ہیں,negative,politics,True,neg,neg,neg
خیبر پختونخوامیں مہنگائی کی دوڑ میں پنجاب اور سندھ کو بھی پیچھے چھوڑ دیا,negative,politics,True,neg,neg,neg
نئی حکومت آنے کے بعد کراچی میں مہنگائی کی شرح لاہور میں جبکہ پشاور میں تک ریکارڈ کی گئی ,neutral,politics,False,neu,neg,neu
پاکستان تحریک انصاف پاکستان میں نمبر ١ جماعت جذبہ اور جنوں سر چڑھ کے بول رہا ھے تجربہ  لوگوں کا مونھ چرا رہا ھے,positive,politics,False,pos,neu,pos
اندھی کے بچے پاکستانی اردو میڈیا کو خیبر پختون خوا میں کچھ نظر نہیں آ رہا ھے  یہ صرف دیکھتے ھیں کے پرویز خٹک جنازہ پر گیا کے نہیں   اندھی کے بچے یہ نہیں دیکھتے کے پرویز خٹک اسمبلی میں گیا کے نہیں  یہ نہیں دیکھتے کے خیبر پختون خوا کے اسمبلی نے کیسے کیسے بلز اسمبلی سے پاس کروا دے ہیں ,negative,politics,True,neg,neg,neg
کیسے کیسے بلز اسمبلی سے پاس کروا دے ہیں  یہ تمام قانون سازی کے کتنے دور رس نتائج نکلیں گے  یہ اندھی کے بچے یہ نہیں دیکھتے کے پاکستان تحریک کا تھنک ٹینک کیا کیا کر رہا ھے ,negative,politics,True,neg,neg,neg
اور وہ کہتے ہیں کے تحریک انصاف سے حکومت نہیں چل رہی اور وہ کہتے ہیں کے عمران خان کو سیاست نہیں کرنی اتی  لا لو چھتر اور ٩٩ پر گنتی بھول جاو,negative,politics,True,neg,neg,neg
سرکاری دفاتر تک معلومات کی رسائی میں مدد ملے گی اور اداروں کی کارکردگی میں بہتری پیدا ہوگی,positive,politics,True,pos,pos,pos
پختونخوامیں بلدیاتی انتخابات کا انعقاد دوسرے صوبوں کے لئے مثال ہوگا,neutral,politics,False,neu,pos,neu
خیبر پختون خوا گورنمنٹ کے چھاپے,negative,politics,True,neg,neg,neg
سُپر مین کے لوگو کو اجرک کا رنگ کر کے سندھ فیسٹیول کا آغاز ' بِلو موری برگر ' نے انگریزی زبان بول کر کیا ,neutral,politics,True,neu,neu,neu
تیسری طرف خیبرپختواہ کی حکومت نے کمسن بچوں کو بیماریوں سے بچانے کی آگاہی مہم ' صحت کا انصاف' کا آغاز کیا ,positive,politics,True,pos,pos,pos
یہ ہوتی ہیں ترجیحات اور یہ ہوتا ہے عوام کے پیسے کا صحیح اور غلط استعمال تینوں اقدامات پر عوام کا پیسہ لگا مگر دیکھیں کس حکومت نے پیسہ کہاں لگایا اب پانچ سال برداشت کرو پاکستانیو ,positive,politics,False,pos,neu,pos
پاکستان کے صوبہ خیبر پختون خوا کی حکومت نے ’صحت کا انصاف‘ پروگرام کے تحت بچوں کو نو بیماریوں سے بچاؤ کی مہم کو کامیاب بنانے اور ممکنہ سکیورٹی خدشات کے پیش نظر اتوار کو پشاور بھر میں موٹر سائیکل چلانے پر پابندی کا اعلان کیا ہے,positive,politics,False,pos,neu,pos
